sequence,image,label,area,perimeter,major_axis_length,minor_axis_length,aspect_ratio,eccentricity,orientation_rad,orientation_deg,centroid_y,centroid_x,max_diameter,bbox_area,extent,solidity,equivalent_diameter,nuclear_area,nuclear_fraction,nuclear_mean_R,nuclear_mean_G,nuclear_mean_B
19422,B-160-1-01_masks.tif,22,22881,1462.8772,533.6749362,57.76623663,9.238526989,0.994124535,-0.892171921,-51.11768567,421.4106901,4340.258118,537.9005484,145775,0.15696107,0.820578109,170.6839009,15999,0.699226432,203.5342255,204.1993256,183.5729065
19423,B-160-1-01_masks.tif,23,30479,1307.923882,482.175666,83.40576191,5.781083405,0.984925696,0.349229393,20.00937029,530.0106959,1423.582959,508.8064465,93884,0.324645307,0.874200488,196.9950966,18735,0.614685521,186.4251862,183.0667725,160.0841675
19424,B-160-1-01_masks.tif,24,23675,919.5979797,373.6263184,81.77573211,4.56891438,0.975753944,1.557378748,89.23122938,349.9239282,1556.621964,369.9148551,32560,0.727119165,0.90844557,173.6201204,20316,0.85812038,195.6455078,197.1083832,175.6828613
19425,B-160-1-01_masks.tif,25,26131,1052.610173,384.7316529,88.09266132,4.367351912,0.973433079,-1.182287785,-67.74010026,406.2343194,1760.890398,401.0112218,64750,0.403567568,0.9067282,182.4034609,24096,0.922123149,201.7591248,202.9596252,181.9593658
19426,B-160-1-01_masks.tif,26,31766,1446.450793,538.9243022,77.10154948,6.989798595,0.989713202,-1.113553829,-63.80193464,467.0867909,5114.532299,548.7458428,127890,0.248385331,0.882609541,201.1112314,22690,0.714285714,200.8147583,200.1944885,169.539444
19427,B-160-1-01_masks.tif,27,21539,1018.911688,415.6219248,69.10378266,6.014459828,0.986080943,-1.415744751,-81.11619912,402.1796741,5039.023399,412.1577368,42024,0.512540453,0.865959072,165.6028579,19708,0.914991411,199.9668732,201.7823181,188.1278687
19428,B-160-1-01_masks.tif,28,23423,1236.066017,431.5335037,74.75761382,5.772435497,0.984880148,-0.471563619,-27.01860513,572.2976988,1943.746019,468.2360516,93437,0.250682278,0.858551426,172.69363,14794,0.631601417,202.8787384,199.5874634,169.3964386
19429,B-160-1-01_masks.tif,29,19003,1023.296465,372.9652966,71.44038967,5.220650367,0.981483439,-1.266466852,-72.5632055,467.7143609,1860.86118,401.6217126,56007,0.339296874,0.852649527,155.5486132,14448,0.760301005,198.4332733,196.9488525,178.0966949
19430,B-160-1-01_masks.tif,30,28301,1283.865007,459.1409838,81.38848573,5.641350612,0.984163605,0.621728841,35.62243857,619.5826296,2380.616056,475.5207672,107601,0.263018002,0.865553415,189.8261108,21655,0.765167309,190.9716034,189.7728882,171.4186554
19431,B-160-1-01_masks.tif,31,32669,1375.681241,535.1102473,82.26208076,6.504944226,0.988113013,1.265893961,72.53038128,484.8032692,431.2981114,544.1415257,97092,0.336474684,0.855702237,203.9496572,23614,0.722825921,189.1398315,188.7259674,167.4861908
19432,B-160-1-01_masks.tif,32,23378,1025.095454,379.5166795,81.7615722,4.641748798,0.976517952,-0.480780081,-27.54666951,574.9714689,2175.600565,380.5955859,65170,0.358723339,0.903811954,172.5276618,18000,0.769954658,202.04422,201.2215576,179.6117249
19433,B-160-1-01_masks.tif,33,25816,1309.421356,444.4531595,77.04753186,5.768558041,0.984859659,-0.689058504,-39.48014413,622.0451658,4717.69271,481.3740749,116920,0.220800547,0.859931381,181.3007228,13280,0.514409668,199.0063934,195.8435211,156.2347107
19434,B-160-1-01_masks.tif,34,18715,761.0121933,287.5167969,84.84129489,3.38887799,0.955471649,0.112081783,6.421813152,615.4602191,1530.227037,288.7784618,28224,0.663088152,0.913996874,154.3654044,15248,0.814747529,198.3460083,196.4670715,179.5530548
19435,B-160-1-01_masks.tif,35,15392,815.882251,299.0316157,68.79158007,4.346921751,0.973179319,1.079636541,61.85861723,551.5634745,1655.680678,303.7252047,42543,0.361798651,0.865010678,139.9917964,12198,0.792489605,196.0303345,192.2907104,175.8054657
19436,B-160-1-01_masks.tif,36,29608,1284.426407,562.0443987,68.04034854,8.260457372,0.992645354,1.466666179,84.03378201,535.8681775,3753.931539,562.1049724,48720,0.60771757,0.92652397,194.1599249,20394,0.688800324,192.759491,191.3651123,169.5877686
19437,B-160-1-01_masks.tif,37,30077,1571.220346,572.2838163,70.20478255,8.151635766,0.992446927,-0.588550382,-33.72145291,758.5595305,4545.997407,587.1507473,162190,0.185442999,0.846619377,195.69166,23025,0.765535127,202.3886719,202.3716888,175.5851898
19438,B-160-1-01_masks.tif,38,21030,1092.308658,380.6642255,80.70579848,4.716689912,0.977266826,0.865984915,49.61728077,688.0287209,1686.743081,399.4496214,81168,0.259092253,0.815337495,163.6344329,17353,0.825154541,202.2166748,199.5853119,186.8418732
19439,B-160-1-01_masks.tif,39,12541,878.509668,294.8899096,60.42103462,4.880583583,0.978784267,0.838871768,48.06381186,665.1441671,1739.408022,326.3770825,53000,0.236622642,0.858619745,126.3633536,12173,0.970656248,204.3796082,201.0460052,185.5421906
19440,B-160-1-01_masks.tif,40,29423,1388.693434,499.9988988,78.22964036,6.391425252,0.987684355,0.50902824,29.16516983,810.3880298,5005.777759,515.171816,117972,0.249406639,0.854500044,193.5523886,19568,0.665057948,194.8816376,192.2984924,172.8593597
19441,B-160-1-01_masks.tif,41,17415,1032.994949,390.1233011,58.20690659,6.702354135,0.988806842,-1.024094617,-58.67629935,723.1675567,5273.318748,384.786954,69438,0.250799274,0.879234614,148.9075776,9692,0.556531726,194.3956909,198.1708679,168.64888
19442,B-160-1-01_masks.tif,42,21471,1173.823376,444.3414649,68.43555024,6.492845653,0.988068405,0.484873246,27.7811906,891.3549439,4802.545201,436.9279117,85456,0.251252106,0.817724797,165.3412419,14677,0.683573192,196.6414795,197.4247437,181.9512787
19443,B-160-1-01_masks.tif,43,16512,1002.610173,356.498579,65.12836563,5.473783589,0.983170755,0.485348386,27.8084141,833.2525436,4829.387234,385.5489593,61397,0.268938222,0.865454164,144.9956253,15340,0.929021318,200.9258728,196.122879,180.8725586
19444,B-160-1-01_masks.tif,44,22480,1226.693434,437.3209169,71.55440675,6.111725843,0.986523455,-0.697398996,-39.95801912,888.9025801,4579.644306,454.9483487,101952,0.22049592,0.865147783,169.1816331,7876,0.350355872,199.4052887,194.5250092,156.9273682
19445,B-160-1-01_masks.tif,45,20611,1244.894444,451.3957886,83.47826862,5.407344882,0.98275101,1.193054735,68.35700102,807.0710786,1726.182281,430.63906,78792,0.261587471,0.59546991,161.9961119,17590,0.853427781,202.6711273,201.5762939,196.9134216
19446,B-160-1-01_masks.tif,46,20589,1049.39697,417.5022289,79.48820751,5.252379465,0.981708555,0.177069848,10.14535499,961.9240857,4982.082471,412.171081,50375,0.40871464,0.710332931,161.9096322,18292,0.888435572,195.4118195,191.897995,177.2364349
19447,B-160-1-01_masks.tif,47,22685,1043.23759,371.1772749,82.11184308,4.520386597,0.975223925,0.690570002,39.56674658,922.9366542,1609.763853,373.4836007,73794,0.307409817,0.874787907,169.9512844,18513,0.816089927,194.2544708,192.6030426,175.7171173
19448,B-160-1-01_masks.tif,48,15575,983.4386002,377.3896908,55.91780254,6.749007895,0.988961917,1.128042973,64.63210148,857.7239807,1735.774639,373.4501305,58638,0.265612743,0.836286512,140.8215392,9784,0.628186196,202.9201813,200.9766998,189.6099701
19449,B-160-1-01_masks.tif,49,35424,1290.911688,501.6093939,94.5197684,5.306925762,0.982086045,0.050284573,2.881093803,1048.57749,4349.502795,543.8841788,59296,0.597409606,0.884958405,212.3752284,21790,0.615119693,191.1432343,190.1599884,164.0368042
19450,B-160-1-01_masks.tif,50,14433,847.8406204,316.6296988,62.90831279,5.033193306,0.980064207,0.179844268,10.30431752,961.0222407,4931.985173,349.0902462,29841,0.483663416,0.858902642,135.5605634,11254,0.779740872,206.9368286,205.8101044,183.432373
19451,B-160-1-01_masks.tif,51,24062,1144.166522,421.415489,78.01807849,5.401510741,0.982713401,-0.438870844,-25.14544711,990.0719807,407.7887956,432.1307672,79184,0.30387452,0.853353194,175.0333966,19782,0.822126174,197.0691528,197.1581268,176.778183
19452,B-160-1-01_masks.tif,52,23355,1184.693434,424.5409518,72.66153304,5.842719442,0.985244431,-0.824011802,-47.21239854,1014.898823,4557.578934,434.3109485,96380,0.242322059,0.864231794,172.4427719,11794,0.504988225,207.1604156,204.8510284,174.6603394
19453,B-160-1-01_masks.tif,53,17852,969.882251,365.2279039,65.59735162,5.567723313,0.983738512,0.296473948,16.98670594,1065.924826,1581.953843,375.8324095,52038,0.343056997,0.849771516,150.764294,15781,0.883990589,199.7142181,197.2131653,182.385025
19454,B-160-1-01_masks.tif,54,33996,1584.048773,584.9467815,78.26856252,7.473585342,0.991007736,0.589925999,33.80026999,1123.329745,4147.908695,582.9931389,166355,0.20435815,0.849730054,208.0505986,24955,0.734056948,192.9905853,191.2448425,168.2904816
19455,B-160-1-01_masks.tif,55,15812,862.7695526,365.2945801,57.31614997,6.373327243,0.987613873,0.149875563,8.587237215,1071.281179,1526.06084,361.2035437,29438,0.537128881,0.879617267,141.8889132,11125,0.70357956,206.2292175,203.4333496,187.7198181
19456,B-160-1-01_masks.tif,56,18477,789.7401154,298.9759395,80.39863592,3.718669304,0.96316436,1.267518621,72.62346746,1030.493262,1304.367809,300.2215848,35375,0.522318021,0.916881699,153.3807259,14350,0.77664123,197.548996,195.6146393,169.7890625
19457,B-160-1-01_masks.tif,57,23873,1212.936075,408.3892565,78.31238565,5.214874417,0.981442011,-0.713122828,-40.85892834,1160.538349,4502.216605,442.538134,99078,0.240951574,0.848033818,174.3446232,16627,0.696477192,199.7358551,200.5249329,174.2956085
19458,B-160-1-01_masks.tif,58,29041,1299.480231,466.5824326,82.09745258,5.683275399,0.984398234,0.403137448,23.09807432,1214.685686,1011.01095,493.6162477,94599,0.30699056,0.88208851,192.2918345,22560,0.776832754,191.7956085,188.110321,165.3693237
19459,B-160-1-01_masks.tif,59,22984,1084.994949,395.9793803,79.63015632,4.97273142,0.97957139,-0.517192627,-29.6329547,1261.485338,841.8900104,400.5109237,75516,0.304359341,0.874980965,171.0676407,18380,0.799686739,200.09935,200.2009735,182.4806366
19460,B-160-1-01_masks.tif,60,19799,905.5979797,383.8137557,73.24754385,5.239953936,0.981620889,-1.457651925,-83.51730332,1163.146977,4708.777059,372.108855,34410,0.575385062,0.843659451,158.7730133,16792,0.848123643,196.5653839,194.4011383,177.5487061
19461,B-160-1-01_masks.tif,61,20751,1029.4386,383.7517182,71.12506922,5.395449487,0.982674197,0.430369364,24.65834817,1331.94381,2470.045251,388.542147,60671,0.34202502,0.862253802,162.5453592,15398,0.742036528,195.8518677,193.2906799,181.8008881
19462,B-160-1-01_masks.tif,62,26810,1406.391919,488.5580283,71.05254571,6.876010189,0.989368077,0.793464375,45.46215989,1343.295076,2594.372846,521.8927093,136875,0.195872146,0.890224465,184.758091,19836,0.739873182,189.342453,187.7582245,172.7880096
19463,B-160-1-01_masks.tif,63,27552,1331.681241,497.1799031,74.10561732,6.709071743,0.988829372,0.292865454,16.77995446,1411.875508,3997.478731,522.4720088,93590,0.294390426,0.801093246,187.2973463,19382,0.703469803,196.523941,194.9541779,170.7952271
19464,B-160-1-01_masks.tif,64,23679,1121.882251,417.8632238,74.78799282,5.58730363,0.98385322,-0.276730343,-15.85548071,1393.632713,878.3530977,454.0099118,61476,0.385174702,0.883775613,173.6347868,13972,0.590058702,199.3211365,197.7664642,168.0790863
19465,B-160-1-01_masks.tif,65,11256,701.6984848,285.8777869,52.73126812,5.421409291,0.98284117,-1.457291993,-83.49668071,1207.14339,4743.650853,295.9949324,19110,0.589010989,0.899041534,119.7145952,8955,0.795575693,207.4517059,204.6359558,175.0815125
19466,B-160-1-01_masks.tif,66,24535,1291.480231,473.0558002,82.66005174,5.722907139,0.984615256,0.454262961,26.02735046,1435.733157,1018.650377,486.7658575,99681,0.246135171,0.686543358,176.7453881,11605,0.472997758,190.9190063,186.5971527,176.6841888
19467,B-160-1-01_masks.tif,67,29313,1432.391919,490.9449085,78.32871685,6.267751194,0.987190357,0.65545448,37.55477539,1406.938048,1749.745232,530.2697427,138550,0.21156983,0.89132484,193.190245,20675,0.705318459,194.9613495,191.193222,170.3831177
19468,B-160-1-01_masks.tif,68,20452,942.2253967,356.8792463,74.76836408,4.773131668,0.977807349,0.343334491,19.67161727,1369.058038,479.2240857,369.7688467,47813,0.427749775,0.894076503,161.3700566,11721,0.573097986,179.6274261,177.4202728,159.4908295
19469,B-160-1-01_masks.tif,69,21511,1025.681241,381.3442032,75.04735116,5.081381252,0.98044428,0.473492593,27.1291272,1375.151829,1829.505788,383.266226,65170,0.330075188,0.888957765,165.4951838,15990,0.743340616,197.904007,194.8777313,175.5488434
19470,B-160-1-01_masks.tif,70,15650,928.2670273,347.8746774,60.88603151,5.713538373,0.984564365,0.529972228,30.36517194,1370.750415,2420.40377,340.261664,55860,0.280164697,0.853465671,141.1601887,7958,0.508498403,198.3098755,193.8891754,184.5732574
19471,B-160-1-01_masks.tif,71,16543,938.7695526,405.9529186,55.23346659,7.349763533,0.990700764,1.426907063,81.75575248,1351.884725,3731.177719,396.3659925,34104,0.485075065,0.883329774,145.1316705,12237,0.739708638,204.6427155,203.1329498,187.3222198
19472,B-160-1-01_masks.tif,72,22297,967.8406204,386.6112612,78.27357479,4.939230924,0.979290395,1.556485417,89.18004527,1350.221599,4499.438041,396.2839891,32157,0.693379358,0.885363723,168.4916085,16529,0.74131049,196.2401886,197.2496185,178.700882
19473,B-160-1-01_masks.tif,73,16277,1079.965512,402.1109038,59.52848396,6.754932716,0.988981379,0.74498224,42.68433814,1495.820299,3146.374393,395.4554336,79968,0.203543918,0.778841093,143.9601336,7762,0.476869202,192.820282,191.6369476,185.977066
19474,B-160-1-01_masks.tif,74,20302,994.1837662,435.0453078,61.91896856,7.026042551,0.989819602,1.430015945,81.93387826,1398.205645,3718.132302,413.8526308,37944,0.535051655,0.904562467,160.7772037,13789,0.679194168,202.2081299,200.5606689,185.7279053
19475,B-160-1-01_masks.tif,75,24651,1238.693434,386.2313363,89.33231612,4.323534339,0.972884317,-0.652827996,-37.4042889,1489.67332,4202.276541,391.2147748,79000,0.312037975,0.821453564,177.1627162,11057,0.448541641,205.8054657,205.3952179,174.325592
19476,B-160-1-01_masks.tif,76,20844,1179.480231,439.2159863,61.8279782,7.103838732,0.990042474,-0.50509984,-28.94008904,1603.083909,4216.279169,441.9468294,85064,0.245039029,0.850740786,162.9091927,0,0,,,
19477,B-160-1-01_masks.tif,77,26589,1405.07821,501.5697076,69.78109294,7.187759413,0.99027477,0.95693301,54.82822278,1566.694799,3883.744293,522.345671,131150,0.202737324,0.864120897,183.9950169,12741,0.479183121,184.1499023,181.7559052,156.1403351
19478,B-160-1-01_masks.tif,78,24629,1169.137085,410.6766139,79.06039895,5.194466754,0.981294513,1.002581509,57.44368908,1594.732957,4463.874741,430.4474416,89425,0.275415152,0.880393208,177.0836434,21464,0.871492955,197.8227692,194.9025269,167.2712402
19479,B-160-1-01_masks.tif,79,31554,1149.497475,448.5595005,94.24698048,4.759404473,0.977677684,-1.50388364,-86.16618543,1552.428916,2584.982379,474.9663146,53922,0.585178591,0.870599272,200.4390196,22574,0.715408506,200.1860046,199.2368622,178.418045
19480,B-160-1-01_masks.tif,80,26993,1226.066017,465.9218054,75.10028924,6.203994819,0.98692397,0.466982131,26.7561052,1728.210129,1267.285852,461.5246472,92322,0.292378848,0.886935664,185.3875806,17075,0.632571407,189.156723,184.8564606,162.9817352
19481,B-160-1-01_masks.tif,81,35379,1307.338095,466.7568116,100.5496024,4.64205527,0.97652109,-1.23831096,-70.94999172,1685.910257,2438.567314,508.3433879,93884,0.376837374,0.896760621,212.2402927,17299,0.488962379,206.1318512,207.0832367,191.2439423
19482,B-160-1-01_masks.tif,82,23121,1248.693434,441.0825675,78.52908276,5.616805291,0.984023767,0.84712754,48.53683277,1771.023442,2090.264911,449.1102315,106492,0.217114901,0.755464793,171.5767219,13971,0.604255871,209.0225525,204.884903,193.0886841
19483,B-160-1-01_masks.tif,83,28648,1371.906638,501.9271718,73.57070805,6.822377888,0.989199344,-0.660843871,-37.86356472,1809.831751,3723.431653,506.7879241,127348,0.224958382,0.896090084,190.9862992,16891,0.589604859,203.0399628,201.736908,180.1192322
19484,B-160-1-01_masks.tif,84,18606,1142.450793,408.3665169,61.46475376,6.643913657,0.988607924,0.879979789,50.41912799,1744.295872,2139.280877,416.1201749,89238,0.208498622,0.866967988,153.9152201,10100,0.542835644,203.4973297,200.2363434,179.1195068
19485,B-160-1-01_masks.tif,85,26437,1292.936075,442.1461726,79.36276649,5.571204132,0.983758993,-0.944134608,-54.09492832,1789.484473,2453.067822,482.6696593,111328,0.23746946,0.875513313,183.4683456,17561,0.664258426,207.5060577,205.2154236,174.5086823
19486,B-160-1-01_masks.tif,86,13823,842.2253967,339.7790311,59.24341124,5.735304973,0.984682214,1.159972116,66.46150661,1712.402879,133.0703176,308.7069808,43924,0.314702668,0.745577131,132.6649548,12200,0.882586993,193.9792633,193.249588,176.9499207
19487,B-160-1-01_masks.tif,87,24392,1094.426407,434.6629194,73.2778401,5.931710307,0.985687044,1.471172586,84.29198011,1696.786077,4435.916243,469.7201294,37827,0.644830412,0.909233235,176.2295633,15715,0.644268613,195.5145416,192.3873444,173.5669098
19488,B-160-1-01_masks.tif,88,24157,1162.107648,404.6375695,77.98508845,5.188653081,0.981252171,-0.835015933,-47.84288878,1802.523037,3833.54655,416.1201749,92769,0.260399487,0.882769962,175.3785839,17186,0.711429399,202.606369,203.6160278,176.3391113
19489,B-160-1-01_masks.tif,89,28626,1302.350288,466.871484,80.54457597,5.796436052,0.98500605,0.638342882,36.57435302,1863.792846,4335.188744,473.2060862,113778,0.251595212,0.873116574,190.9129519,22209,0.775833159,196.2742615,192.2343597,164.3919983
19490,B-160-1-01_masks.tif,90,8517,684.4264069,265.1764034,42.80338435,6.195220481,0.986886658,1.26143463,72.27488044,1746.245979,111.0940472,268.1585352,26104,0.326271836,0.820915663,104.1353984,6218,0.730069273,201.652298,198.1632385,175.0913544
19491,B-160-1-01_masks.tif,91,19692,968.7106781,376.0838628,69.01836636,5.449040345,0.983016246,1.194540713,68.44214131,1797.463132,884.646557,369.9256682,54194,0.363361258,0.898849735,158.3434025,12050,0.611923624,204.0904541,202.8087921,181.7590942
19492,B-160-1-01_masks.tif,92,17167,860.1248917,320.1338868,75.57061315,4.236221906,0.971738627,1.045780721,59.91882163,1824.47067,108.3074503,313.682961,48470,0.354177842,0.87891665,147.8435094,10229,0.595852508,184.9132843,179.5175476,157.9611816
19493,B-160-1-01_masks.tif,93,21140,969.0121933,412.1726728,68.95440615,5.977466791,0.985906892,-0.130017512,-7.449454682,1928.177058,1874.634863,400.2249368,38906,0.543360921,0.900110704,164.0618297,11579,0.547729423,200.2068329,199.0668488,183.6966858
19494,B-160-1-01_masks.tif,94,18051,880.1248917,321.3592371,72.38314203,4.439697257,0.974303176,-0.460543001,-26.38717024,1867.985209,4566.445626,332.9159053,48552,0.37178695,0.907267793,151.6022659,8614,0.477203479,198.1460419,194.0918274,158.6997986
19495,B-160-1-01_masks.tif,95,22858,1100.426407,473.0725004,63.79692957,7.415286341,0.990865131,1.422672735,81.51314333,1778.749803,3337.86928,462.9643615,47528,0.480937553,0.894602951,170.5980935,21855,0.956120395,204.9438171,203.8225555,187.0758209
19496,B-160-1-01_masks.tif,96,16716,927.5979797,390.3757152,58.38877287,6.685800986,0.988751032,-0.135828969,-7.782426671,1936.784338,1925.023391,386.3935817,33147,0.504299032,0.885568976,145.888561,10607,0.634541756,206.9563446,205.6828461,186.3451538
19497,B-160-1-01_masks.tif,97,16581,917.0538239,353.7269453,66.17771869,5.345106364,0.982343345,1.205497603,69.06992489,1847.7315,864.8890296,352.8469923,48069,0.344941646,0.864178871,145.2982618,10264,0.619021772,205.522995,203.0897369,192.0555267
19498,B-160-1-01_masks.tif,98,25986,1185.865007,421.7281207,80.75945388,5.222027893,0.981493299,-0.798502411,-45.75081805,1917.496537,4640.218079,430.202278,96300,0.269844237,0.873009474,181.8966817,21805,0.839105672,202.4848938,203.7333221,185.0983734
19499,B-160-1-01_masks.tif,99,18267,1044.083261,424.9208648,63.13539956,6.730310852,0.988900159,1.429481426,81.9032526,1828.664696,3336.695407,438.8405177,43065,0.424172762,0.836018307,152.5066122,12254,0.670827175,204.4631958,200.3638763,188.6228943
19500,B-160-1-01_masks.tif,100,25376,1299.764502,463.7754674,71.24465505,6.509617698,0.988130178,0.621850692,35.62942012,1991.869562,2185.254532,482.9120003,113919,0.222754764,0.868654366,179.7490659,17716,0.698139975,193.8621521,190.7116241,174.9718933
19501,B-160-1-01_masks.tif,101,23458,1090.551299,385.1855163,82.73945927,4.655402871,0.976657137,0.74514691,42.69377308,1934.715918,4287.048811,394.7277543,81438,0.288047349,0.877787756,172.8226063,17119,0.729772359,191.5544128,188.987442,173.3594208
19502,B-160-1-01_masks.tif,102,25455,1105.39697,446.4496343,73.82605156,6.047318322,0.986232846,-0.24011144,-13.7573721,2026.200236,2806.2066,447.9665166,57116,0.445671966,0.897092511,180.0286439,15518,0.609624828,200.996521,197.4284058,171.1153564
19503,B-160-1-01_masks.tif,103,20385,914.4264069,363.9078809,77.10041106,4.71992141,0.977298306,0.076795245,4.400043428,2047.372725,2698.579838,371.3825521,32190,0.633271202,0.899126676,161.1055186,14700,0.721118469,200.887146,197.8357849,174.3827209
19504,B-160-1-01_masks.tif,104,23993,1109.137085,377.2460412,83.22135147,4.533043919,0.975363838,0.822607583,47.1319427,1996.66932,2523.070604,399.4496214,84617,0.283548223,0.883687525,174.7822542,17744,0.739549035,193.961792,191.0768738,171.0804291
19505,B-160-1-01_masks.tif,105,30184,1082.911688,441.0991336,89.61324452,4.922253803,0.979145767,-0.161738494,-9.266933106,2088.684966,5344.197124,429.597486,53000,0.569509434,0.870232089,196.039441,23773,0.787602703,198.2684631,199.3245239,182.3429871
