time,condition_type,condition_value,area_bin,frequency
day1,temperature,26,550,0.0076605774896876845
day1,temperature,26,650,0.009035552936554704
day1,temperature,26,750,0.010803378511098017
day1,temperature,26,850,0.008053427617363976
day1,temperature,26,950,0.011589078766450598
day1,temperature,26,1050,0.012178353957965037
day1,temperature,26,1150,0.015124729915537222
day1,temperature,26,1250,0.031035160086427028
day1,temperature,26,1350,0.030249459831074445
day1,temperature,26,1450,0.04596346493812611
day1,temperature,26,1550,0.05598114319387154
day1,temperature,26,1650,0.06658809664113141
day1,temperature,26,1750,0.07523079945000982
day1,temperature,26,1850,0.08269495187585936
day1,temperature,26,1950,0.0807307012374779
day1,temperature,26,2050,0.07680219996071498
day1,temperature,26,2150,0.07778432527990571
day1,temperature,26,2250,0.06521312119426438
day1,temperature,26,2350,0.05892751915144372
day1,temperature,26,2450,0.04930269102337458
day1,temperature,26,2550,0.033195835788646634
day1,temperature,26,2650,0.02828520919269299
day1,temperature,26,2750,0.02219603221371047
day1,temperature,26,2850,0.015124729915537222
day1,temperature,26,2950,0.00923197800039285
day1,temperature,26,3050,0.007071302298173247
day1,temperature,26,3150,0.00648202710665881
day1,temperature,26,3250,0.003142801021410332
day1,temperature,26,3350,0.002357100766057749
day1,temperature,26,3450,0.0019642506383814574
day1,temperature,28,550,0.010824742268041237
day1,temperature,28,650,0.00979381443298969
day1,temperature,28,750,0.012371134020618556
day1,temperature,28,850,0.016494845360824743
day1,temperature,28,950,0.015721649484536082
day1,temperature,28,1050,0.01907216494845361
day1,temperature,28,1150,0.017268041237113403
day1,temperature,28,1250,0.027061855670103094
day1,temperature,28,1350,0.03762886597938144
day1,temperature,28,1450,0.04458762886597938
day1,temperature,28,1550,0.056443298969072166
day1,temperature,28,1650,0.0577319587628866
day1,temperature,28,1750,0.06365979381443299
day1,temperature,28,1850,0.0770618556701031
day1,temperature,28,1950,0.07680412371134021
day1,temperature,28,2050,0.0827319587628866
day1,temperature,28,2150,0.07912371134020618
day1,temperature,28,2250,0.07551546391752577
day1,temperature,28,2350,0.06314432989690721
day1,temperature,28,2450,0.04329896907216495
day1,temperature,28,2550,0.032474226804123714
day1,temperature,28,2650,0.027835051546391754
day1,temperature,28,2750,0.01675257731958763
day1,temperature,28,2850,0.01211340206185567
day1,temperature,28,2950,0.008505154639175257
day1,temperature,28,3050,0.006701030927835051
day1,temperature,28,3150,0.003865979381443299
day1,temperature,28,3250,0.002061855670103093
day1,temperature,28,3350,0.0015463917525773195
day1,temperature,28,3450,0.0018041237113402063
day1,temperature,30,550,0.009306930693069307
day1,temperature,30,650,0.01405940594059406
day1,temperature,30,750,0.01089108910891089
day1,temperature,30,850,0.018217821782178217
day1,temperature,30,950,0.02118811881188119
day1,temperature,30,1050,0.028712871287128714
day1,temperature,30,1150,0.03128712871287129
day1,temperature,30,1250,0.05148514851485148
day1,temperature,30,1350,0.047722772277227724
day1,temperature,30,1450,0.061386138613861385
day1,temperature,30,1550,0.06495049504950495
day1,temperature,30,1650,0.06871287128712872
day1,temperature,30,1750,0.06554455445544555
day1,temperature,30,1850,0.07623762376237624
day1,temperature,30,1950,0.06673267326732674
day1,temperature,30,2050,0.06277227722772277
day1,temperature,30,2150,0.06198019801980198
day1,temperature,30,2250,0.04910891089108911
day1,temperature,30,2350,0.0502970297029703
day1,temperature,30,2450,0.033861386138613864
day1,temperature,30,2550,0.02594059405940594
day1,temperature,30,2650,0.023564356435643564
day1,temperature,30,2750,0.016831683168316833
day1,temperature,30,2850,0.011485148514851485
day1,temperature,30,2950,0.011089108910891089
day1,temperature,30,3050,0.0049504950495049506
day1,temperature,30,3150,0.0039603960396039604
day1,temperature,30,3250,0.0025742574257425744
day1,temperature,30,3350,0.0031683168316831685
day1,temperature,30,3450,0.0019801980198019802
day2,temperature,22,550,0.00980392156862745
day2,temperature,22,650,0.011204481792717087
day2,temperature,22,750,0.011826953003423592
day2,temperature,22,850,0.012605042016806723
day2,temperature,22,950,0.014005602240896359
day2,temperature,22,1050,0.015717398070339245
day2,temperature,22,1150,0.021164021164021163
day2,temperature,22,1250,0.03236850295673825
day2,temperature,22,1350,0.046996576408341116
day2,temperature,22,1450,0.06956115779645192
day2,temperature,22,1550,0.08387799564270153
day2,temperature,22,1650,0.09881730469965765
day2,temperature,22,1750,0.10364145658263306
day2,temperature,22,1850,0.09337068160597572
day2,temperature,22,1950,0.0879240585122938
day2,temperature,22,2050,0.07080610021786492
day2,temperature,22,2150,0.05555555555555555
day2,temperature,22,2250,0.04388422035480859
day2,temperature,22,2350,0.034235916588857766
day2,temperature,22,2450,0.023653906006847185
day2,temperature,22,2550,0.019140989729225025
day2,temperature,22,2650,0.010893246187363835
day2,temperature,22,2750,0.007314036725801431
day2,temperature,22,2850,0.0071584189231248055
day2,temperature,22,2950,0.004201680672268907
day2,temperature,22,3050,0.0032679738562091504
day2,temperature,22,3150,0.001556178026766262
day2,temperature,22,3250,0.0026455026455026454
day2,temperature,22,3350,0.0020230314347961407
day2,temperature,22,3450,0.000778089013383131
day2,temperature,24,550,0.012201885745978924
day2,temperature,24,650,0.015714549824366795
day2,temperature,24,750,0.01349602514327972
day2,temperature,24,850,0.013865779256794232
day2,temperature,24,950,0.010537992235163616
day2,temperature,24,1050,0.013126271029765206
day2,temperature,24,1150,0.020521353300055462
day2,temperature,24,1250,0.03457200961360695
day2,temperature,24,1350,0.04566463301904234
day2,temperature,24,1450,0.06655574043261231
day2,temperature,24,1550,0.0819005361434646
day2,temperature,24,1650,0.09151414309484193
day2,temperature,24,1750,0.08800147901645405
day2,temperature,24,1850,0.09558143834350157
day2,temperature,24,1950,0.07653910149750416
day2,temperature,24,2050,0.07247180624884451
day2,temperature,24,2150,0.05731188759474949
day2,temperature,24,2250,0.04954705121094472
day2,temperature,24,2350,0.03845442780550934
day2,temperature,24,2450,0.02902569791088926
day2,temperature,24,2550,0.01959696801626918
day2,temperature,24,2650,0.01700868922166759
day2,temperature,24,2750,0.008319467554076539
day2,temperature,24,2850,0.00979848400813459
day2,temperature,24,2950,0.006285819929746719
day2,temperature,24,3050,0.003512664078387872
day2,temperature,24,3150,0.0036975411351451285
day2,temperature,24,3250,0.002958032908116103
day2,temperature,24,3350,0.0011092623405435386
day2,temperature,24,3450,0.0011092623405435386
day2,temperature,26,550,0.01128777764291783
day2,temperature,26,650,0.012016021361815754
day2,temperature,26,750,0.014079378565359874
day2,temperature,26,850,0.01723510134725088
day2,temperature,26,950,0.015778613909455032
day2,temperature,26,1050,0.01844884087874742
day2,temperature,26,1150,0.026338147833474938
day2,temperature,26,1250,0.04041752639883481
day2,temperature,26,1350,0.060565602621677386
day2,temperature,26,1450,0.07500910304648623
day2,temperature,26,1550,0.08848161184609783
day2,temperature,26,1650,0.09794878019177085
day2,temperature,26,1750,0.09661366670712465
day2,temperature,26,1850,0.08666100254885302
day2,temperature,26,1950,0.0816846704697172
day2,temperature,26,2050,0.06444956912246631
day2,temperature,26,2150,0.05571064449569123
day2,temperature,26,2250,0.038232795242141036
day2,temperature,26,2350,0.03301371525670591
day2,temperature,26,2450,0.019419832503944655
day2,temperature,26,2550,0.012380143221264716
day2,temperature,26,2650,0.010802281830319213
day2,temperature,26,2750,0.0054618278917344335
day2,temperature,26,2850,0.004369462313387547
day2,temperature,26,2950,0.0032770967350406605
day2,temperature,26,3050,0.0026702269692923898
day2,temperature,26,3150,0.002912974875591698
day2,temperature,26,3250,0.0021847311566937735
day2,temperature,26,3350,0.001456487437795849
day2,temperature,26,3450,0.0010923655783468867
day2,temperature,28,550,0.015950459748545694
day2,temperature,28,650,0.01632576468380559
day2,temperature,28,750,0.014636892475136049
day2,temperature,28,850,0.018014636892475136
day2,temperature,28,950,0.018389941827735033
day2,temperature,28,1050,0.01651341715143554
day2,temperature,28,1150,0.021580033777444173
day2,temperature,28,1250,0.03828110339650966
day2,temperature,28,1350,0.041471195346218806
day2,temperature,28,1450,0.06398949146181272
day2,temperature,28,1550,0.07656220679301932
day2,temperature,28,1650,0.09194970913867517
day2,temperature,28,1750,0.08594483017451679
day2,temperature,28,1850,0.085194220303997
day2,temperature,28,1950,0.08688309251266654
day2,temperature,28,2050,0.0707449802964909
day2,temperature,28,2150,0.06230061925314318
day2,temperature,28,2250,0.05010320885719647
day2,temperature,28,2350,0.03921936573465941
day2,temperature,28,2450,0.02570838806530306
day2,temperature,28,2550,0.015762807280915746
day2,temperature,28,2650,0.015199849878025896
day2,temperature,28,2750,0.0069431413023081255
day2,temperature,28,2850,0.006192531431788328
day2,temperature,28,2950,0.006004878964158379
day2,temperature,28,3050,0.0030024394820791895
day2,temperature,28,3150,0.001688872208669544
day2,temperature,28,3250,0.0018765246762994933
day2,temperature,28,3350,0.0018765246762994933
day2,temperature,28,3450,0.001688872208669544
day2,temperature,30,550,0.011337392399748058
day2,temperature,30,650,0.012807054377493177
day2,temperature,30,750,0.015431450766323745
day2,temperature,30,850,0.01795087129960109
day2,temperature,30,950,0.02131009867730422
day2,temperature,30,1050,0.026873819021625025
day2,temperature,30,1150,0.03957589754356498
day2,temperature,30,1250,0.057316817132059626
day2,temperature,30,1350,0.07967667436489607
day2,temperature,30,1450,0.08859962208692
day2,temperature,30,1550,0.09437329414234726
day2,temperature,30,1650,0.0977325215200504
day2,temperature,30,1750,0.08702498425362167
day2,temperature,30,1850,0.07642242284274617
day2,temperature,30,1950,0.06393029603191266
day2,temperature,30,2050,0.05133319336552593
day2,temperature,30,2150,0.04178039051018266
day2,temperature,30,2250,0.033277346210371615
day2,temperature,30,2350,0.024564350199454126
day2,temperature,30,2450,0.018580726432920427
day2,temperature,30,2550,0.008922947722023934
day2,temperature,30,2650,0.008922947722023934
day2,temperature,30,2750,0.006613478899853034
day2,temperature,30,2850,0.004199034222128911
day2,temperature,30,2950,0.0028343480999370144
day2,temperature,30,3050,0.0027293722443837917
day2,temperature,30,3150,0.0025194205332773464
day2,temperature,30,3250,0.0019945412555112322
day2,temperature,30,3350,0.0007348309888725593
day2,temperature,30,3450,0.0006298551333193366
day3,temperature,22,550,0.009769893302481038
day3,temperature,22,650,0.00951279084715259
day3,temperature,22,750,0.01041264944080216
day3,temperature,22,850,0.011183956806787505
day3,temperature,22,950,0.013240776449415091
day3,temperature,22,1050,0.018254274328319834
day3,temperature,22,1150,0.030852294639413805
day3,temperature,22,1250,0.055019925440287956
day3,temperature,22,1350,0.08690062990101556
day3,temperature,22,1450,0.10451214809101426
day3,temperature,22,1550,0.1190384368170716
day3,temperature,22,1650,0.1217380125980203
day3,temperature,22,1750,0.11775292454042936
day3,temperature,22,1850,0.08677207867335134
day3,temperature,22,1950,0.06633243347473969
day3,temperature,22,2050,0.04512148091014269
day3,temperature,22,2150,0.03033808972875691
day3,temperature,22,2250,0.02146805501992544
day3,temperature,22,2350,0.012598020311093971
day3,temperature,22,2450,0.007455971204525003
day3,temperature,22,2550,0.005656254017225864
day3,temperature,22,2650,0.004370741740583622
day3,temperature,22,2750,0.002699575780948708
day3,temperature,22,2850,0.002571024553284484
day3,temperature,22,2950,0.002185370870291811
day3,temperature,22,3050,0.002056819642627587
day3,temperature,22,3150,0.0003856536829926726
day3,temperature,22,3250,0.000642756138321121
day3,temperature,22,3350,0.000642756138321121
day3,temperature,22,3450,0.0005142049106568968
day3,temperature,24,550,0.012726932434961633
day3,temperature,24,650,0.01469212053153659
day3,temperature,24,750,0.016750889013662736
day3,temperature,24,850,0.021242747520119783
day3,temperature,24,950,0.02086842597791503
day3,temperature,24,1050,0.022272131761182857
day3,temperature,24,1150,0.035841287666105184
day3,temperature,24,1250,0.0535279805352798
day3,temperature,24,1350,0.06924948530787947
day3,temperature,24,1450,0.08656185663484933
day3,temperature,24,1550,0.10378064757626801
day3,temperature,24,1650,0.10537151413063822
day3,temperature,24,1750,0.1015347183230395
day3,temperature,24,1850,0.0868425977915029
day3,temperature,24,1950,0.07177615571776155
day3,temperature,24,2050,0.051001310125397714
day3,temperature,24,2150,0.03546696612390043
day3,temperature,24,2250,0.028822758749766048
day3,temperature,24,2350,0.017312371326969868
day3,temperature,24,2450,0.012352610892756879
day3,temperature,24,2550,0.008328654314055774
day3,temperature,24,2650,0.008141493542953397
day3,temperature,24,2750,0.003556054650945162
day3,temperature,24,2850,0.003368893879842785
day3,temperature,24,2950,0.0029945723376380313
day3,temperature,24,3050,0.001778027325472581
day3,temperature,24,3150,0.0012165450121654502
day3,temperature,24,3250,0.001029384241063073
day3,temperature,24,3350,0.001029384241063073
day3,temperature,24,3450,0.0005614823133071309
day3,temperature,26,550,0.011270179713676515
day3,temperature,26,650,0.013859275053304905
day3,temperature,26,750,0.013859275053304905
day3,temperature,26,850,0.01675296984465428
day3,temperature,26,950,0.015839171489491318
day3,temperature,26,1050,0.024520255863539446
day3,temperature,26,1150,0.035181236673773986
day3,temperature,26,1250,0.050106609808102345
day3,temperature,26,1350,0.061376789521778864
day3,temperature,26,1450,0.08254645141638745
day3,temperature,26,1550,0.09290283277490101
day3,temperature,26,1650,0.09884252208346025
day3,temperature,26,1750,0.10143161742308864
day3,temperature,26,1850,0.09153213524215656
day3,temperature,26,1950,0.08087115443192203
day3,temperature,26,2050,0.05985379226317392
day3,temperature,26,2150,0.04492841912884557
day3,temperature,26,2250,0.03289674078586659
day3,temperature,26,2350,0.02436795613767895
day3,temperature,26,2450,0.01416387450502589
day3,temperature,26,2550,0.008681084374048126
day3,temperature,26,2650,0.008224185196466647
day3,temperature,26,2750,0.004721291501675297
day3,temperature,26,2850,0.0041120925982333235
day3,temperature,26,2950,0.0018275967103259215
day3,temperature,26,3050,0.0018275967103259215
day3,temperature,26,3150,0.0013706975327444412
day3,temperature,26,3250,0.0010660980810234541
day3,temperature,26,3350,0.0009137983551629607
day3,temperature,26,3450,0.00015229972586049346
day3,temperature,28,550,0.014096916299559472
day3,temperature,28,650,0.01724354940213971
day3,temperature,28,750,0.02026431718061674
day3,temperature,28,850,0.025802391441157962
day3,temperature,28,950,0.03524229074889868
day3,temperature,28,1050,0.05248584015103839
day3,temperature,28,1150,0.06217747010698552
day3,temperature,28,1250,0.07954688483322844
day3,temperature,28,1350,0.08760226557583385
day3,temperature,28,1450,0.0893643801132788
day3,temperature,28,1550,0.09351793580868471
day3,temperature,28,1650,0.08722466960352424
day3,temperature,28,1750,0.08042794210195091
day3,temperature,28,1850,0.06733794839521712
day3,temperature,28,1950,0.056261799874134676
day3,temperature,28,2050,0.04002517306482064
day3,temperature,28,2150,0.030585273757079926
day3,temperature,28,2250,0.019634990560100693
day3,temperature,28,2350,0.013719320327249842
day3,temperature,28,2450,0.009314033983637508
day3,temperature,28,2550,0.007048458149779736
day3,temperature,28,2650,0.0042794210195091255
day3,temperature,28,2750,0.0025173064820641915
day3,temperature,28,2850,0.0015103838892385148
day3,temperature,28,2950,0.0005034612964128383
day3,temperature,28,3050,0.0002517306482064191
day3,temperature,28,3150,0.0007551919446192574
day3,temperature,28,3250,0.0010069225928256765
day3,temperature,28,3350,0.00012586532410320956
day3,temperature,28,3450,0.00012586532410320956
day3,temperature,30,550,0.013893653516295026
day3,temperature,30,650,0.016981132075471698
day3,temperature,30,750,0.022298456260720412
day3,temperature,30,850,0.020411663807890223
day3,temperature,30,950,0.02881646655231561
day3,temperature,30,1050,0.04150943396226415
day3,temperature,30,1150,0.0711835334476844
day3,temperature,30,1250,0.08542024013722127
day3,temperature,30,1350,0.09605488850771869
day3,temperature,30,1450,0.09948542024013722
day3,temperature,30,1550,0.1104631217838765
day3,temperature,30,1650,0.0927958833619211
day3,temperature,30,1750,0.0777015437392796
day3,temperature,30,1850,0.06329331046312178
day3,temperature,30,1950,0.048027444253859346
day3,temperature,30,2050,0.032761578044596916
day3,temperature,30,2150,0.02555746140651801
day3,temperature,30,2250,0.014408233276157804
day3,temperature,30,2350,0.014579759862778732
day3,temperature,30,2450,0.007547169811320755
day3,temperature,30,2550,0.004288164665523156
day3,temperature,30,2650,0.003945111492281304
day3,temperature,30,2750,0.002572898799313894
day3,temperature,30,2850,0.0012006861063464838
day3,temperature,30,2950,0.0018867924528301887
day3,temperature,30,3050,0.0012006861063464838
day3,temperature,30,3150,0.00017152658662092623
day3,temperature,30,3250,0.0006861063464837049
day3,temperature,30,3350,0.0005145797598627787
day3,temperature,30,3450,0.00034305317324185246
day4,temperature,22,550,0.009829182173871553
day4,temperature,22,650,0.010974329611604161
day4,temperature,22,750,0.015173203549957057
day4,temperature,22,850,0.016509208893978434
day4,temperature,22,950,0.015650348315678977
day4,temperature,22,1050,0.025384101536406144
day4,temperature,22,1150,0.03549957056971085
day4,temperature,22,1250,0.05477621910487642
day4,temperature,22,1350,0.07901517320354996
day4,temperature,22,1450,0.09657410058211661
day4,temperature,22,1550,0.10945700925660845
day4,temperature,22,1650,0.10592613799026625
day4,temperature,22,1750,0.09857810859814868
day4,temperature,22,1850,0.07720202309380667
day4,temperature,22,1950,0.06269682221586029
day4,temperature,22,2050,0.05382192957343258
day4,temperature,22,2150,0.03674014696058784
day4,temperature,22,2250,0.025861246302128067
day4,temperature,22,2350,0.017081782612844737
day4,temperature,22,2450,0.014696058784235137
day4,temperature,22,2550,0.011546903330470464
day4,temperature,22,2650,0.007729745204695104
day4,temperature,22,2750,0.005439450329229888
day4,temperature,22,2850,0.005057734516652352
day4,temperature,22,2950,0.002481152781753984
day4,temperature,22,3050,0.002099436969176448
day4,temperature,22,3150,0.001049718484588224
day4,temperature,22,3250,0.001049718484588224
day4,temperature,22,3350,0.001240576390876992
day4,temperature,22,3450,0.0008588605782994561
day4,temperature,24,550,0.01713917525773196
day4,temperature,24,650,0.021649484536082474
day4,temperature,24,750,0.022036082474226806
day4,temperature,24,850,0.025128865979381444
day4,temperature,24,950,0.02731958762886598
day4,temperature,24,1050,0.028221649484536083
day4,temperature,24,1150,0.04110824742268041
day4,temperature,24,1250,0.059278350515463915
day4,temperature,24,1350,0.07216494845360824
day4,temperature,24,1450,0.0809278350515464
day4,temperature,24,1550,0.08775773195876288
day4,temperature,24,1650,0.0827319587628866
day4,temperature,24,1750,0.0847938144329897
day4,temperature,24,1850,0.06610824742268041
day4,temperature,24,1950,0.06469072164948454
day4,temperature,24,2050,0.05747422680412371
day4,temperature,24,2150,0.04291237113402062
day4,temperature,24,2250,0.029123711340206186
day4,temperature,24,2350,0.02216494845360825
day4,temperature,24,2450,0.019201030927835053
day4,temperature,24,2550,0.01443298969072165
day4,temperature,24,2650,0.008891752577319587
day4,temperature,24,2750,0.006958762886597939
day4,temperature,24,2850,0.006572164948453608
day4,temperature,24,2950,0.0033505154639175256
day4,temperature,24,3050,0.002577319587628866
day4,temperature,24,3150,0.0016752577319587628
day4,temperature,24,3250,0.0011597938144329897
day4,temperature,24,3350,0.001288659793814433
day4,temperature,24,3450,0.0011597938144329897
day4,temperature,26,550,0.016548187856893135
day4,temperature,26,650,0.017422211863419183
day4,temperature,26,750,0.023482111641999766
day4,temperature,26,850,0.02767742687332479
day4,temperature,26,950,0.03268849784407412
day4,temperature,26,1050,0.042302761915860625
day4,temperature,26,1150,0.04993590490618809
day4,temperature,26,1250,0.07067940799440625
day4,temperature,26,1350,0.0805267451345997
day4,temperature,26,1450,0.09684185992308589
day4,temperature,26,1550,0.09229693508915045
day4,temperature,26,1650,0.08687798624868896
day4,temperature,26,1750,0.07953618459387019
day4,temperature,26,1850,0.0698053839878802
day4,temperature,26,1950,0.05896748630695723
day4,temperature,26,2050,0.04282717631977625
day4,temperature,26,2150,0.03158140076914113
day4,temperature,26,2250,0.023540379909101503
day4,temperature,26,2350,0.016548187856893135
day4,temperature,26,2450,0.012061531290059433
day4,temperature,26,2550,0.008623703531056987
day4,temperature,26,2650,0.005418948840461485
day4,temperature,26,2750,0.004661461368138911
day4,temperature,26,2850,0.0034378277590024473
day4,temperature,26,2950,0.0020976576156625103
day4,temperature,26,3050,0.0011653653420347278
day4,temperature,26,3150,0.0006992192052208367
day4,temperature,26,3250,0.0008740240065260459
day4,temperature,26,3350,0.0004661461368138912
day4,temperature,26,3450,0.00040787786971215474
day4,temperature,28,550,0.021813224267211998
day4,temperature,28,650,0.028902522154055896
day4,temperature,28,750,0.029447852760736196
day4,temperature,28,850,0.03558282208588957
day4,temperature,28,950,0.04294478527607362
day4,temperature,28,1050,0.05930470347648262
day4,temperature,28,1150,0.07075664621676891
day4,temperature,28,1250,0.08275391956373551
day4,temperature,28,1350,0.09243353783231084
day4,temperature,28,1450,0.09516019086571234
day4,temperature,28,1550,0.08984321745057941
day4,temperature,28,1650,0.07989093387866394
day4,temperature,28,1750,0.06612133605998637
day4,temperature,28,1850,0.053169734151329244
day4,temperature,28,1950,0.043899113837764146
day4,temperature,28,2050,0.033401499659168374
day4,temperature,28,2150,0.022494887525562373
day4,temperature,28,2250,0.017586912065439674
day4,temperature,28,2350,0.011724608043626449
day4,temperature,28,2450,0.007225630538513974
day4,temperature,28,2550,0.005044308111792775
day4,temperature,28,2650,0.0036809815950920245
day4,temperature,28,2750,0.0013633265167007499
day4,temperature,28,2850,0.0017723244717109748
day4,temperature,28,2950,0.0014996591683708249
day4,temperature,28,3050,0.0010906612133606
day4,temperature,28,3150,0.0006816632583503749
day4,temperature,28,3250,0.000136332651670075
day4,temperature,28,3350,0.00027266530334015
day4,temperature,28,3450,0.0
day4,temperature,30,550,0.03492533629519931
day4,temperature,30,650,0.04701962236208811
day4,temperature,30,750,0.041589534740219675
day4,temperature,30,850,0.04961125509070714
day4,temperature,30,950,0.0427002344810564
day4,temperature,30,1050,0.049364432926076764
day4,temperature,30,1150,0.057879797605825005
day4,temperature,30,1250,0.07392323830679995
day4,temperature,30,1350,0.09070714550166604
day4,temperature,30,1450,0.09194125632481796
day4,temperature,30,1550,0.09403924472417623
day4,temperature,30,1650,0.07972355917561397
day4,temperature,30,1750,0.06577810687399728
day4,temperature,30,1850,0.05220288781932617
day4,temperature,30,1950,0.04331728989263236
day4,temperature,30,2050,0.030852770578797976
day4,temperature,30,2150,0.018388251264963594
day4,temperature,30,2250,0.012834752560779959
day4,temperature,30,2350,0.008021720350487474
day4,temperature,30,2450,0.00518326545723806
day4,temperature,30,2550,0.00259163272861903
day4,temperature,30,2650,0.002715043810934222
day4,temperature,30,2750,0.001234110823151919
day4,temperature,30,2850,0.001234110823151919
day4,temperature,30,2950,0.0004936443292607676
day4,temperature,30,3050,0.00037023324694557573
day4,temperature,30,3150,0.0002468221646303838
day4,temperature,30,3250,0.0004936443292607676
day4,temperature,30,3350,0.0002468221646303838
day4,temperature,30,3450,0.00037023324694557573
day5,temperature,22,550,0.009580234463632925
day5,temperature,22,650,0.012227404512794655
day5,temperature,22,750,0.012101348796167906
day5,temperature,22,850,0.013109794529181899
day5,temperature,22,950,0.01802596747762511
day5,temperature,22,1050,0.024959031892096306
day5,temperature,22,1150,0.04374133366948191
day5,temperature,22,1250,0.06832219841169797
day5,temperature,22,1350,0.09718895751922349
day5,temperature,22,1450,0.10765158199924367
day5,temperature,22,1550,0.11092903063153914
day5,temperature,22,1650,0.10034035043489223
day5,temperature,22,1750,0.09176856170427329
day5,temperature,22,1850,0.07349048279339468
day5,temperature,22,1950,0.05912013109794529
day5,temperature,22,2050,0.046514559435270386
day5,temperature,22,2150,0.029497037690659273
day5,temperature,22,2250,0.02205975040968108
day5,temperature,22,2350,0.014622463128702887
day5,temperature,22,2450,0.012479515946048153
day5,temperature,22,2550,0.008823900163872432
day5,temperature,22,2650,0.007563342997604941
day5,temperature,22,2750,0.0040337829320559685
day5,temperature,22,2850,0.0027732257657884785
day5,temperature,22,2950,0.0028992814824152276
day5,temperature,22,3050,0.0015126685995209882
day5,temperature,22,3150,0.0013866128828942392
day5,temperature,22,3250,0.0007563342997604941
day5,temperature,22,3350,0.0017647800327744863
day5,temperature,22,3450,0.0007563342997604941
day5,temperature,24,550,0.011107031393427575
day5,temperature,24,650,0.014136221773453276
day5,temperature,24,750,0.015604920139526345
day5,temperature,24,850,0.022122269138975584
day5,temperature,24,950,0.031118046631173124
day5,temperature,24,1050,0.049293188911327335
day5,temperature,24,1150,0.06811088672663852
day5,temperature,24,1250,0.0800440609509822
day5,temperature,24,1350,0.10501193317422435
day5,temperature,24,1450,0.10014686983660731
day5,temperature,24,1550,0.09840279052689554
day5,temperature,24,1650,0.08417477510556269
day5,temperature,24,1750,0.07517899761336516
day5,temperature,24,1850,0.05911510923444098
day5,temperature,24,1950,0.049568569854966035
day5,temperature,24,2050,0.03956306223609326
day5,temperature,24,2150,0.027354507068110885
day5,temperature,24,2250,0.022030475491096015
day5,temperature,24,2350,0.014319809069212411
day5,temperature,24,2450,0.009087571140077107
day5,temperature,24,2550,0.007343491830365339
day5,temperature,24,2650,0.004314301450339637
day5,temperature,24,2750,0.003396364971543969
day5,temperature,24,2850,0.002845603084266569
day5,temperature,24,2950,0.0018358729575913347
day5,temperature,24,3050,0.001744079309711768
day5,temperature,24,3150,0.0008261428309161006
day5,temperature,24,3250,0.0007343491830365339
day5,temperature,24,3350,0.0011933174224343676
day5,temperature,24,3450,0.0002753809436387002
day5,temperature,26,550,0.014691478942213516
day5,temperature,26,650,0.017985931795922002
day5,temperature,26,750,0.02136942391594693
day5,temperature,26,850,0.025109073101237646
day5,temperature,26,950,0.03543762799394533
